序号,日期,航煤90%回收温度,FI10201,TI10503,TE10310,TI10403,TI10406A,TI10408A,TI10409A,TI10411A,TI10412A,TI10413A,TI10414A,TI10425,PDI10404,TI10405,TI10417A,TI10419A,TI10421A,PDI10405,PI10602,FI10601,FI10706,FI10801,FI11006,FI20102,FI20105,FI20104,PI20301,FI20302,FI20301,TE20315,FI20501,TE20304,FI20402,FI20304,TE20302,FI20605,TE20305,TE20303,TE20402,PI20701,FI20701,TI20801,FI20901
365,2016-03-19 08:00:00',214,220.656,325.549,375.2,333.45,340.95,368.159,355.02,365.82,365.22,374.101,380.91,381.03,256.874,374.46,378.363,377.7,381.48,101.295,2.72957,144.564,23.4221,72.7178,63774,23.6124,198.736,19.8639,0.0225192,94.7163,2.12029,301.1,134.246,173.5,0,29.9575,190.699,42.6576,211.504,199,199.5,1.00462,0,53.8445,49.0109
366,2016-03-19 20:00:00',212,219.204,325.65,373.203,333.417,340.739,367.769,354.807,365.666,364.74,373.141,379.408,380.341,256.463,373.679,377.529,377.012,381.002,101.052,2.7268,149.662,23.4615,70.3127,67054.8,23.8358,199.112,18.7913,0.0253973,89.8674,2.10884,301.7,135.008,172.1,0.0926667,28.6315,191.8,43.641,208.597,195.8,197.303,1.00326,0,54.1237,46.5904
367,2016-03-20 08:00:00',218,220.241,325.75,372.9,333.032,340.412,367.62,354.375,364.616,364.204,373.346,379.59,380.186,246.13,373.56,378.282,377.278,381.353,100.153,2.72733,153.039,23.5817,67.2869,64304.2,23.0569,201.318,18.6549,0.03062,86.3303,2.11532,303.4,136.222,172.793,0,24.5798,190,43.4486,210.093,196.007,197.9,1.0004,0,54.485,44.3451
368,2016-03-20 20:00:00',216,210.927,325.417,370.1,332.329,339.563,366.953,353.49,364.174,363.81,373.178,379.103,379.62,246.201,372.87,376.487,376.013,380.408,96.733,2.72541,142.106,23.5047,64.6448,64304.2,21.996,191.477,17.5803,0.0271,85.5716,2.0871,302.911,128.241,171.8,0,24.5263,192.9,41.7729,205.5,196.1,198.2,1.00076,0,55.07,42.4035
369,2016-03-21 08:00:00',217,210.511,325.355,373.1,332.91,339.875,366.035,355.939,366.281,366.48,375.15,380.315,380.49,247.733,374.92,378.923,378.27,381.494,93.692,2.7271,145.799,23.5344,61.5794,63041,20.1824,192.124,17.2059,0.0286872,85.0756,2.08057,302.6,128.144,173,0,22.2246,191.8,40.5772,211.316,197.1,198.8,1.00112,0,52.6304,38.3939
370,2016-03-21 20:00:00',217.2,199.513,325.125,371.24,332.55,339.39,364.998,354.528,364.794,365.13,373.998,380.148,380.286,238.655,374.172,378.66,377.226,380.16,90.295,2.72484,134.715,23.5911,62.2687,62815.2,20.9959,181.03,16.2693,0.027584,85.4658,2.1118,298.12,125.366,174.38,0,22.3533,192.1,39.081,206,199.1,199.9,1.00072,0,54.18,39.035
371,2016-03-22 08:00:00',211,199.745,324.988,370.465,332.58,340.32,366.722,354.75,364.89,364.95,374.252,380.271,380.28,241.969,373.539,379.654,377.284,379.622,89.0778,2.72507,130.4,19.9524,70.1681,62843,21.775,181.377,18.9954,0.0291458,89.8886,2.10829,296.8,123.83,175.265,0,28.4984,189.9,39.3897,211.771,199.4,200.5,0.999669,0,54.2742,46.6596
372,2016-03-22 20:00:00',212,200.69,324.925,371,332.55,339.9,365.28,354.699,364.957,365.093,374.213,380.629,381.152,241.675,373.002,377.928,376.442,379.11,97.706,2.72694,137.007,19.962,61.2758,60830.4,21.7956,182.415,16.0951,0.02936,84.5657,2.08585,300.169,124.538,171.6,0,20.5026,192.6,41.2472,200.031,197.9,199.4,1.00137,0,53.694,36.6003
373,2016-03-23 08:00:00',216,200.871,324.787,372.073,332.482,339.646,365.656,354.426,364.484,364.606,373.456,379.454,379.936,243.968,373.65,377.87,376.83,379.756,94.24,2.72583,137.688,19.9233,61.9008,61039.6,20.4417,181.956,16.7875,0.0306253,82.8513,2.1057,299.773,124.647,168.5,0,21.3993,193,39.4217,201.5,194.5,195.673,1.00016,0,54.9467,38.9847
374,2016-03-23 20:00:00',214,200.798,325.83,374.5,332.98,340.08,367.604,356.7,367.876,365.79,375.076,381.12,381.45,238.466,374.204,379.803,378.027,380.654,96.6477,2.72681,136.143,19.9889,63.3487,61155.3,20.3626,183.225,17.5697,0.0280464,83.3935,2.10808,299.7,125.067,171.6,0,23.722,194.2,40.6859,203.6,196.2,197.8,1.00119,0,54.2073,41.4944
375,2016-03-24 08:00:00',216,201.725,325.45,374.336,333.041,340.38,368.294,356.848,367.565,365.405,374.918,381.15,381.6,241.954,374.029,379.103,377.61,380.891,96.1345,2.72562,132.954,19.973,64.8744,62055.2,20.6049,179.506,17.69,0.0248926,83.16,2.11801,298.518,126.088,172.4,0,25.3694,193.6,41.3246,205.346,196,197.5,1.00038,0,53.835,42.636
376,2016-03-24 20:00:00',219,201.089,323.818,372.7,330.943,339.42,369.84,357.112,368.169,365.944,375.78,382.204,381.257,232.454,372.223,378.712,376.144,378.248,95.6685,2.72703,140.775,19.9353,65.1127,63032.5,21.0962,183.982,17.4612,0.0299372,85.4782,2.08123,297.686,124.675,170.286,0,23.7171,193.614,42.04,201.4,196.4,198.1,1.00027,0,52.2714,41.1549
377,2016-03-25 08:00:00',216,201.331,323.835,370.9,330.84,339.477,369.15,356.274,366.492,364.47,373.92,380.52,379.356,238.648,372.525,378.726,376.407,378.771,96.8,2.72346,136.864,20.0223,63.2333,61545,19.9632,180.406,16.7186,0.029256,83.4939,2.0969,299.19,122.591,169.11,0,22.153,193.81,40.171,200.61,196.21,197.4,1.00052,0,54.121,40
378,2016-03-25 20:00:00',214.4,199.68,324.977,373.1,331.11,339.478,368.404,354.54,364.622,362.906,372.263,378.184,377.76,243.469,372.806,378.649,376.765,379.046,94.45,2.72402,131.473,20.0324,64.3696,60656.6,21.0653,182.316,17.0302,0.0257212,85.6619,2.12323,296.9,123.459,168.3,0,24.6865,194.8,41.0765,199.606,196.5,197.2,1.00087,0,54.2044,41.659
379,2016-03-26 08:00:00',216,200.766,324.923,371,330.991,339.48,369.091,354.574,364.92,364.291,373.801,380.009,378.42,243.692,372.781,376.985,376.951,379.293,94.327,2.72521,134.353,19.9153,65.0868,63869,20.996,182.589,16.9186,0.02134,85.5855,2.12245,297.1,124.459,169.398,0,27.0996,192.8,38.8694,200.902,196.9,197.7,0.998748,0,55.625,44.1836
380,2016-03-26 20:00:00',215,199.902,326.25,371.298,332.101,340.531,369.75,356.998,367.531,366.242,375.42,381.45,380.281,243.139,373.202,378.721,378.001,380.821,95.796,2.728,138.923,20.0475,64.1725,62045.3,20.9491,180.688,17.4699,0.0276,82.9246,2.07999,297.2,125.831,172.9,0,22.0486,194.002,43.6689,199.3,197.9,198.4,1.00338,0,54.6703,40.8225
381,2016-03-27 08:00:00',226,201.126,326.003,372.2,332.07,340.47,370.23,356.188,366.712,365.556,375.178,381.716,380.49,245.415,372.786,378.134,377.582,380.4,97.82,2.72585,130.127,20.0512,63.2571,63103.6,20.2217,179.553,16.8242,0.0216387,82.2388,2.12615,299,122.924,170.893,0,25.0733,194.5,43.5503,200.4,197.7,200,1.00299,0,51.711,43.4183
382,2016-03-27 20:00:00',214,200.568,326.659,369.7,331.93,339.894,367.326,355.997,366.444,365.89,375.156,381.036,379.824,247.603,373.986,379.826,378.786,381.516,93.3607,2.72521,138.868,20.0979,62.2368,59541,20.9071,183.935,16.0469,0.0273693,82.9639,2.11381,300.411,124.869,170.4,0,24.1038,196.4,40.3527,201.089,195.8,198.489,0.999125,0.509707,54.0214,41.1718
383,2016-03-28 08:00:00',228,198.243,327.132,368.7,332.04,340.011,367.77,356.63,366.964,366.75,375.964,381.81,380.19,247.635,374.897,381.738,379.26,382.487,92.4823,2.72503,131.599,20.1232,62.8464,61513.9,20.1258,182.518,16.597,0.0253029,82.228,2.12071,299.785,124.355,171,0,24.5977,195.015,40.9562,201.485,195.9,198.2,1.00209,11.2703,54.13,41.9972
384,2016-03-28 20:00:00',217,200.738,328.135,365.3,332.46,339.27,365.112,357.09,369.467,368.376,377.838,383.562,383.61,250.203,376.65,381.764,380.383,383.484,88.1847,2.72633,135.58,20.0803,66.5249,60540.6,21.6639,181.587,18.4619,0.0290323,85.1563,2.1093,298.639,124.343,171.7,0,26.6658,193.081,40.6655,207.519,196.6,198.7,1.00988,18.6592,55.8648,46.7742
385,2016-03-29 08:00:00',213,200.108,327.057,368.9,332.377,339.36,366,356.942,369.166,368.04,377.79,384.713,385.239,243.938,375.046,379.353,378.18,381.697,96.5192,2.72641,138.725,19.941,62.2223,62438.6,21.1506,180.484,17.4149,0.0289187,87.0632,2.07951,296.677,125.126,172.8,0,20.4658,190.977,41.1545,205.2,198.1,198.8,0.996904,19.6229,55.305,38.5501
386,2016-03-29 20:00:00',215.2,208.316,327.596,373.373,332.915,339.865,366.973,357.72,369.93,369.32,378.848,385.62,386.22,250,377.015,381.01,380.292,383.143,95.616,2.72794,136.596,19.9487,68.9637,62981.8,22.5341,189.994,19.0065,0.0255945,89.8831,2.09082,296.127,131.342,173.2,0,30.7705,192.573,39.1295,203.055,199.7,199.1,1.00844,17.6145,54.735,51.5194
387,2016-03-30 08:00:00',215,209.615,327.517,374.8,332.94,340.57,367.83,357.862,369.581,368.67,378.4,385.511,386.959,248.298,376.88,381.071,380.19,383.2,96.009,2.72633,139.406,19.9724,72.1266,63082.3,23.4771,189.223,20.1248,0.0229608,88.9791,2.10063,294.732,129.547,173.7,0,34.2173,192.132,39.2662,210.736,199.3,199.2,1.00183,18.551,53.4136,53.3536
388,2016-03-30 20:00:00',213,213.566,328.4,368.072,332.61,339.9,367.522,356.138,367.432,366.78,376.23,383.839,385.47,69.977,377.938,381.734,380.558,383.878,172.812,2.72692,133.894,20.0007,75.8378,65117,24.2752,190.726,20.8834,0.0241672,89.045,2.08905,297.1,135.174,172.164,0,34.336,192.264,40.4744,206.064,196.7,198,0.95717,18.1474,50.9058,52.8985
389,2016-03-31 08:00:00',220,213.222,328.525,367.581,333.414,340.717,368.04,356.231,367.643,367.716,377.333,383.85,384.667,68.8327,376.717,381.348,380.495,383.526,176.102,2.7282,141.024,20.0002,70.3797,63461.1,22.3822,192.084,18.8438,0.0245912,82.979,2.1128,301.7,133.419,173.359,0.0832533,33.5932,195.659,40.9689,207.859,195,197.8,0.982445,17.987,51.9287,49.2431
390,2016-03-31 20:00:00',219,212.823,327.95,370.8,333.163,340.497,367.3,356.13,366.933,367.17,376.173,382.443,384.027,70.4447,376.38,381.616,380.083,383.57,176.294,2.72477,142.98,19.9612,69.2085,63795.8,22.9351,193.541,18.062,0.0273821,84.6468,2.09468,299.7,134.79,174.455,0,32.1873,196.3,40.7351,203.055,196.655,198.6,0.999556,18.9112,53.9434,49.1028
391,2016-04-01 08:00:00',219,213.366,328.198,368.9,333.405,340.305,365.399,355.621,366.916,367.35,375.361,381.151,381.96,74.305,376.83,382.256,380.7,383.67,176.008,2.726,146.058,19.9821,69.3211,62783.5,22.918,193.727,18.5583,0.0258379,84.0643,2.11964,300,135.292,173.8,0,35.0429,197,39.8131,199.351,196.5,198,1.00169,18.38,54.082,51.9396
392,2016-04-01 20:00:00',221,213.808,329.515,367.593,334.052,340.724,366.48,357.796,371.054,368.096,377.61,383.594,384.288,76.0717,376.908,380,380.28,384.558,177.582,2.72915,142.948,20.0255,71.9043,64448.4,23.7513,192.462,18.5785,0.0272853,86.9064,2.111,297.9,133.062,174.7,0.1376,35.2081,195.5,41.6853,199.753,197.2,198.7,0.999742,20.1291,54.5333,54.338
393,2016-04-02 08:00:00',216,213.581,329.171,368,333.9,340.74,368.066,358.08,370.71,368.027,377.396,384.15,385.77,72.5603,376.012,378.831,378.969,383.503,180.228,2.72694,142.957,19.9542,71.9881,64593.3,23.8371,194.22,18.1489,0.0278059,86.163,2.10795,298.8,133.046,174.5,0,34.2228,197.7,42.1643,199.4,198,198.4,1.00345,19.5415,55.4507,52.2434
394,2016-04-02 20:00:00',214,213.137,337.74,365.2,332.963,339.48,365.333,356.523,369.978,366.992,375.674,381.935,383.658,75.983,376.214,378.768,379.216,383.896,178.996,2.72655,143.742,20.0477,72.1022,64718.2,22.3534,192.57,19.2521,0.0298832,89.7905,2.10325,297,134.655,175.3,0,33.1017,194.061,39.7147,206.639,199.6,199.6,0.999645,20.5307,55.6439,52.6049
395,2016-04-03 08:00:00',219,212.62,338.182,366.7,333.62,340.149,366.42,356.919,369.06,367.329,375.93,381.771,382.89,74.9837,376.192,379.433,379.458,383.851,182.271,2.72498,141.343,19.9234,69.536,63740.3,22.374,192.622,18.1706,0.0275093,87.1717,2.11902,299.8,133.433,175,0,30.2292,194.7,40.3549,206.435,198.7,199.3,0.99276,20.6281,54.6975,49.0085
396,2016-04-03 20:00:00',217,212.625,338.452,366.73,333.72,341.442,368.28,358.5,369.72,368.541,377.64,384.042,384.882,73.475,377.85,380.961,380.592,384.888,179.02,2.72978,143.686,20.0211,70.5523,63324.6,21.752,193.403,18.6308,0.0311245,85.0542,2.10925,303.3,135.789,170.77,0,30.8303,197.87,41.8946,205.53,195.2,197,0.999577,19.5606,54.4646,48.4205
397,2016-04-04 08:00:00',220,213.35,338.187,370.6,333.914,341.82,368.16,357.803,368.461,367.783,376.943,383.25,384.076,72.6055,376.904,380.173,379.493,384.226,181.779,2.72809,141.85,19.971,68.9192,63062,22.1832,193.547,18.8418,0.0315044,83.9868,2.08938,302.974,134.784,174.1,0,30.3596,195.6,38.1792,208.5,196.5,197.8,0.999032,20.0969,54.67,48.7529
398,2016-04-04 20:00:00',221,225.25,335.152,365.622,333.54,340.747,368.237,357.003,368.64,368.023,376.65,382.774,384.373,72.4965,377.413,381.64,381.78,385.89,184.177,2.72781,153.743,19.997,73.3145,66309.6,22.9539,204.531,19.3601,0.030574,86.3978,2.10668,302.2,144.577,177,0,34.1105,198.178,43.6346,202.922,197.6,198.5,0.99932,20.3551,54.2513,51.3683
399,2016-04-05 08:00:00',219,224.949,335.138,365.482,333.63,340.661,368.19,357.035,368.444,368.201,377.059,383.31,384.96,73.402,377.869,381.589,381.96,385.726,181.971,2.7231,150.039,19.9529,74.8578,65968.3,23.8634,203.538,19.5924,0.0295848,91.4435,2.09776,301.9,144.38,175.6,0,33.7149,197.418,46.5896,205.636,196.5,198,0.997125,19.6782,53.9477,50.7883
400,2016-04-05 20:00:00',227,241.968,333.318,368.5,334.62,341.018,368.07,359.678,373.68,370.294,379.29,385.414,388.144,78.3917,380.502,382.864,382.628,385.998,197.805,2.73175,165.526,19.9456,74.2027,69704.4,24.1673,221.116,18.9829,0.026732,89.7701,2.0767,307.8,143.936,174.6,0.167467,35.61,200.2,50.273,212.313,196.7,199.9,1.00127,20.8485,52.9743,52.2928
401,2016-04-06 08:00:00',220,244.486,333.73,363.9,334.95,341.49,367.836,360.474,373.62,370.942,380.34,386.49,388.173,82.3553,379.95,382.2,382.404,386.929,202.902,2.73038,170.209,19.9216,74.872,68351.9,24.2147,222.124,20.239,0.0333387,91.2955,2.07645,308.891,149.07,174.3,8.09397,34.2031,197.5,49.0739,216.509,194.8,198.2,1.00535,22.9494,54.055,53.9111
402,2016-04-06 20:00:00',221.6,244.347,335.104,366.2,338.457,345.78,370.077,360.84,371.936,369.996,378.45,383.704,385.95,77.4477,379.534,382.912,382.77,387.444,201.476,2.72932,162.384,19.9984,77.1317,67372.3,25.9583,221.156,19.8302,0.0247843,90.2783,2.07465,310,150.792,173.795,24.4187,35.1974,194.1,46.7126,217.405,196,199.6,1.00575,23.0157,53.29,55.1405
403,2016-04-07 08:00:00',223,245.31,333.375,370.5,335.79,342.63,368.46,361.47,374.91,371.55,380.04,385.53,386.85,83.1958,380.64,383.551,383.49,387.209,202.253,2.72901,166.014,19.9748,74.0671,69200.1,24.9454,222.769,19.0094,0.0218992,89.6464,2.06409,312.499,151.125,174.7,0,33.1741,196.001,49.2511,217.796,195.3,199.5,1.0035,22.9488,53.0651,53.0205
404,2016-04-07 20:00:00',220,245.151,333.147,363.7,335.37,341.252,365.252,361.678,373.018,371.942,381.269,387.122,388.467,88.5383,380.88,383.216,382.59,386.792,200.188,2.72527,161.39,20.0188,79.7881,68345.2,25.1792,220.552,20.2507,0.03125,98.1579,2.11368,311.4,149.061,170.7,15.7828,34.9538,193.8,47.789,217.2,193.8,196.4,1.00063,23.9796,55.8353,53.9486
405,2016-04-08 08:00:00',226,244.326,333.682,369.393,335.698,342.12,368.584,360.9,373.534,371.366,380.612,386.79,389.34,82.7207,380.816,383.314,383.017,387.312,206.295,2.72938,168.454,19.9674,76.6441,69851,25.155,220.294,19.2924,0.0326717,95.1308,2.10802,312.407,149.713,173.607,0,34.9216,199.093,47.7793,216.607,195.3,198.807,1.00351,23.1569,55.2143,52.9714
406,2016-04-08 20:00:00',224,244.908,336.916,369.2,335.55,341.726,367.699,360.953,375.323,371.119,379.924,385.987,388.819,84.956,380.647,382.747,382.98,386.947,206.51,2.72881,165.494,20.0135,76.7317,69861.8,26.7774,222.087,19.8325,0.030032,91.9107,2.1088,310.1,149.331,175.7,0.19008,35.321,196.588,48.561,223.2,196.5,199.6,1.00664,23.1906,55.3268,53.7885
407,2016-04-09 08:00:00',227,244.514,335.946,369.7,335.28,341.61,367.27,359.561,372.86,370.06,378.78,385.055,388.11,82.823,378.655,380.867,381.385,385.89,206.57,2.7305,166.008,20.0037,76.7528,69310.3,24.3756,224.183,20.1106,0.027244,93.6151,2.10857,308.4,147.836,174.984,0,36.4511,194.584,48.473,218.8,197.584,201.1,1.00848,22.9405,54.3398,54.9243
408,2016-04-09 20:00:00',225,245.492,335.675,373.38,335.4,341.742,367.62,359.946,372.696,370.296,379.176,385.35,388.158,82.16,378.81,380.742,381.546,385.938,204.05,2.73012,168.305,20.0654,78.4472,69697.2,24.1116,222.248,19.5462,0.034932,90.9237,2.1041,307.02,149.189,176.6,0,38.5363,199.58,47.898,224.76,198.02,201.9,1.00525,23.2384,53.162,55.8064
409,2016-04-10 08:00:00',222,245.375,335.15,373.7,335.28,341.894,368.01,359.422,371.776,369.78,378.734,385.094,387.81,79.719,377.82,379.934,380.333,385.146,205.27,2.73218,165.857,20.0418,76.9067,69439.9,25.3502,222.905,19.2982,0.0363176,94.3606,2.08116,308.724,146.355,176.1,0,35.0051,196.076,48.4126,224.652,199,201.8,1.00419,22.9472,55.0014,53.3167
410,2016-04-10 20:00:00',227.8,244.744,332.225,374.828,335.4,341.319,362.434,358.277,368.554,367.993,374.713,379.56,381.184,88.2143,375.12,378.352,378.313,383.379,204.864,2.73006,174.798,20.0175,65.403,63976.7,22.6831,222.057,18.0079,0.0378504,86.7024,2.08145,310.2,149.369,176.572,0.056,32.5188,201.072,47.4152,227.8,196.9,202.4,0.998356,26.526,56.6508,50.8963
411,2016-04-11 08:00:00',229,245.47,333.009,382,335.14,341.47,366.69,359.4,371.69,369.46,378.26,384.37,387.21,81.1102,376.43,380.319,379.95,384.5,201.437,2.72755,164.736,19.9685,77.7182,68790.3,23.4981,223.263,21.2396,0.0381078,95.1011,2.11644,304.668,149.913,173.5,0,42.0237,195.868,46.5854,225.068,198.9,201.6,0.99725,26.52,55.5581,60.8527
412,2016-04-11 20:00:00',221,234.933,329.45,364.3,336.18,342.9,365.28,360.12,369.57,369.45,377.07,382.59,384.42,84.55,375.27,379.98,379.17,383.94,200.425,2.7294,166.588,20.0481,75.6405,65088,24.3342,219.681,20.754,0.03572,90.699,2.1165,307.1,147.492,176.4,21.52,36.976,194,47.075,225.2,196.6,202.1,0.99775,27.084,54.365,55.3335
413,2016-04-12 08:00:00',228,243.418,330.325,364.8,336.12,342.6,364.83,360.27,370.23,369.75,377.76,385.02,385.71,82.775,374.91,378.57,378.24,382.59,201.125,2.7318,170.25,19.9639,73.0535,64416,24.8908,221.104,19.6583,0.0315,91.644,2.1155,308,145.488,175.9,20.64,36.2272,198.2,50.065,221.3,195.3,200.7,1.00162,25.636,53.285,53.5279
414,2016-04-12 20:00:00',225,244.13,330.8,364.9,335.94,342.24,364.83,359.85,370.08,369.78,377.94,385.23,387,83.9,375.93,379.47,378.24,382.83,203,2.7282,165.688,19.9741,75.881,64896,25.0294,219.279,19.0823,0.03014,90.8565,2.107,308.1,146.868,176.6,19.592,36.1024,194.9,48.895,220.5,196.7,200.7,1.00125,25.476,54.85,53.6759
415,2016-04-13 08:00:00',227.2,241.66,330.625,362.2,336.09,342.57,364.35,360.06,369.66,369.75,377.55,384.9,385.11,84.55,375.75,379.05,378.18,383.16,199.45,2.727,162.55,20.0838,75.6145,61974,24.4112,217.816,20.0093,0.03086,90.741,2.0935,308.1,148.452,176.3,37.34,35.4816,193.1,48.375,218.1,195,199.5,1,24.96,53.49,52.6473
416,2016-04-13 20:00:00',228,245.074,333.6,364.4,336.48,343.02,368.88,359.64,371.52,367.56,375.03,380.52,383.37,80.1592,376.26,380.79,380.49,384.45,208.892,2.72881,165.363,19.9997,74.4445,66828,25.4672,219.197,18.9135,0.0324189,89.5125,2.10925,308.3,149.016,176.4,18.78,35.0752,196.8,49.45,217.7,197.5,200.8,1.00515,25.08,55.49,53.1653
417,2016-04-14 08:00:00',220,245.187,333.975,366.8,336.54,342.96,369,359.46,371.52,367.23,375.03,380.4,381.36,80.9,376.05,381.57,381.57,385.08,209.575,2.7302,163.625,20.0073,74.061,66942,24.0438,222.757,18.936,0.02998,90.09,2.1185,308.3,148.992,181,0.452,32.9856,198,47.49,227.1,200.8,203.7,1.00575,24.872,55.055,50.4717
418,2016-04-14 20:00:00',219,244.539,335.225,366,336.96,343.44,369.15,360.75,373.86,368.76,377.31,382.35,384.03,85.1,377.37,384.3,382.89,386.43,206.65,2.7312,165.85,19.969,78.1755,69054,24.5124,222.166,19.683,0.03354,95.928,2.1125,307.2,148.776,180.7,0.396,35.0976,194.6,47.12,227.3,200.8,203.9,1.0045,24.148,55.325,52.4882
419,2016-04-15 08:00:00',219,245.426,334.825,366.3,336.66,343.23,369.39,360.84,373.74,369.48,377.16,382.29,383.58,85.2,378.6,381.96,382.35,386.28,213.05,2.7302,168.95,19.9767,71.838,67626,23.8194,223.716,18.1935,0.03676,90.6675,2.11825,309.4,149.052,181.2,0,34.4384,197.2,47.735,228.6,200.8,204.9,1.00275,23.788,53.79,50.5161
420,2016-04-15 20:00:00',217,245.076,337.725,367.1,336.509,342.71,366.38,362.22,374.13,372.42,381.3,386.85,388.47,91.75,380.021,383.73,383.22,387.99,208.875,2.7306,170.675,20.0379,76.804,68370,23.0582,223.089,20.2927,0.03768,94.122,2.11625,306.9,147.768,177,0,34.6784,197.5,47.08,227.3,197.3,201.9,1.00275,23.5,54.87,50.8639
421,2016-04-16 08:00:00',221,245.453,338.425,371.8,336.15,342.75,368.94,359.58,371.61,371.28,380.1,385.53,387.36,83.675,379.02,382.41,381.72,386.22,210.525,2.7272,168.875,19.9512,75.5885,69042,22.3256,222.704,20.7563,0.03868,97.4295,2.117,307.1,148.908,179.3,0,34.1984,194.3,47.675,229.1,199.9,203.5,1.00388,25.1,57.7,55.1263
422,2016-04-16 20:00:00',215,244.749,338.85,366.7,335.73,342.45,369.66,359.76,371.55,371.07,380.58,386.76,389.52,80.525,378.81,381.69,381.36,385.89,209.525,2.7286,168.512,20.0506,76.752,69132,23.4234,222.181,20.1038,0.0368,96.495,2.1115,308.2,146.76,177.3,0.26,33.904,194.8,47.115,227.4,199.8,203.7,1.00462,25.624,54.05,50.9712
423,2016-04-17 08:00:00',219,245.468,338.575,367.9,335.79,342.24,369.18,359.43,371.16,371.22,380.61,387.36,389.82,81.425,378.24,381.66,381.09,385.5,213.25,2.729,166,19.9359,75.8875,68562,22.396,221.764,20.3738,0.03062,98.9205,2.1225,308.5,146.592,177.2,0,33.5552,198.1,46.52,227.4,200.7,203,1.00512,25.204,56.05,51.8592
424,2016-04-17 20:00:00',220,244.687,338.75,365,335.52,342.18,368.13,359.04,370.5,370.86,380.37,386.73,389.28,82.65,378.6,381.09,381,385.65,208.625,2.7326,165.788,19.9308,77.038,67590,22.836,221.769,21.2782,0.02734,94.9725,2.085,306.9,146.94,177.6,0.54,32.9472,198.6,46.96,232.4,201.6,204.6,1.0055,25.108,54.73,51.134
425,2016-04-18 08:00:00',216,245.196,338.525,365.8,335.49,342.66,370.26,359.67,370.89,371.1,380.46,387.48,389.85,77.75,378.42,381.15,381.06,385.53,209.65,2.7282,159.963,19.9079,77.9935,68604,22.5962,221.216,20.3378,0.03622,95.529,2.107,307.7,147.624,177.6,0,34.9568,195.3,47.09,234.3,203.4,205.8,1.00587,24.748,54.74,52.6399
426,2016-04-18 20:00:00',220,245.127,342.575,366.8,335.97,343.11,369.87,358.89,370.38,370.2,379.11,385.83,388.89,78.475,378.03,381.9,381.33,385.89,208.475,2.7298,164.175,19.8951,78.52,69270,23.914,222.593,21.4718,0.03712,95.676,2.069,307.1,147.288,177.2,0,34.5888,193.9,47.22,231.5,201,204.4,1.00487,25.176,56.22,53.4576
